player,runs,balls_faced,fours,sixes,wickets,balls_bowled,runs_given,strike_rate,economy_rate
Sikandar Raza,182,143,12,8,3,88,146,127.27272727272727,9.954545454545455
Rahmanullah Gurbaz,289,228,24,19,0,0,0,126.75438596491229,
KR Mayers,379,276,38,22,0,46,59,137.31884057971016,7.695652173913043
Mukesh Kumar,10,20,0,0,31,420,707,50.0,10.1
RR Rossouw,473,321,45,25,0,0,0,147.35202492211837,
HC Brook,190,159,23,4,0,0,0,119.49685534591194,
NA Saini,0,0,0,0,0,15,35,,14.0
RJW Topley,3,6,0,0,5,107,182,50.0,10.205607476635514
C Green,707,472,62,32,20,462,675,149.78813559322032,8.766233766233766
MG Bracewell,58,49,6,1,6,66,95,118.36734693877551,8.636363636363637
N Wadhera,350,261,32,18,0,12,13,134.09961685823754,6.5
Arshad Khan,96,67,5,6,6,153,282,143.28358208955223,11.058823529411764
Yash Thakur,0,0,0,0,27,432,702,,9.75
Abishek Porel,360,244,37,15,0,0,0,147.54098360655738,
Dhruv Jurel,347,237,29,16,0,0,0,146.41350210970467,
Suyash Sharma,0,0,0,0,11,264,381,,8.659090909090908
SSB Magala,0,0,0,0,1,37,52,,8.432432432432432
MW Short,117,99,15,4,0,25,25,118.18181818181819,6.0
Mohit Rathee,1,2,0,0,0,12,29,50.0,14.5
WD Parnell,65,86,4,1,40,758,968,75.5813953488372,7.6622691292875995
YV Dhull,16,23,1,0,0,0,0,69.56521739130434,
Vijaykumar Vyshak,14,13,0,1,17,243,396,107.6923076923077,9.777777777777779
Yudhvir Singh,22,16,1,2,4,74,125,137.5,10.135135135135135
Atharva Taide,247,177,27,8,0,1,4,139.54802259887003,24.0
Harpreet Singh,123,119,10,3,0,0,0,103.36134453781514,
Arjun Tendulkar,13,9,0,1,4,83,117,144.44444444444443,8.457831325301205
D Jansen,0,0,0,0,1,28,53,,11.357142857142856
Noor Ahmad,13,18,2,0,24,513,672,72.22222222222221,7.859649122807017
Naveen-ul-Haq,18,26,2,0,26,407,602,69.23076923076923,8.874692874692876
Liton Das,4,4,1,0,0,0,0,100.0,
PD Salt,653,385,74,34,0,0,0,169.6103896103896,
Mayank Dagar,0,1,0,0,2,138,205,0.0,8.91304347826087
Abdul Basith,1,1,0,0,0,0,0,100.0,
D Wiese,148,105,12,7,17,307,447,140.95238095238096,8.736156351791532
Gurnoor Brar,0,0,0,0,0,21,42,,12.0
AJ Hosein,16,11,1,1,1,24,41,145.45454545454547,10.25
Akash Madhwal,4,5,0,0,22,279,431,80.0,9.268817204301076
R Goyal,0,0,0,0,0,24,34,,8.5
Vivrant Sharma,69,49,9,2,0,21,37,140.81632653061226,10.571428571428571
JE Root,10,15,1,0,0,12,15,66.66666666666666,7.5
MD Shanaka,26,26,2,1,0,0,0,100.0,
Sanvir Singh,25,22,2,1,0,0,0,113.63636363636364,
Nithish Kumar Reddy,303,221,15,21,4,118,208,137.10407239819006,10.576271186440678
H Sharma,0,0,0,0,0,30,62,,12.4
R Ravindra,222,146,22,12,0,12,7,152.05479452054794,3.5
SD Hope,183,125,12,12,0,0,0,146.4,
Sumit Kumar,18,26,2,1,0,22,38,69.23076923076923,10.363636363636363
MA Starc,105,109,11,0,59,879,1175,96.3302752293578,8.020477815699659
N Burger,0,0,0,0,7,105,152,,8.685714285714285
L Wood,9,3,0,1,1,38,94,300.0,14.842105263157896
SZ Mulani,1,1,0,0,0,33,57,100.0,10.363636363636363
Azmatullah Omarzai,42,34,2,2,4,131,194,123.52941176470588,8.885496183206108
Naman Dhir,140,84,12,10,0,29,55,166.66666666666669,11.379310344827587
G Coetzee,14,22,0,1,13,216,357,63.63636363636363,9.916666666666666
SH Johnson,6,7,1,0,4,99,155,85.71428571428571,9.393939393939394
Sameer Rizvi,51,43,4,2,0,0,0,118.6046511627907,
KT Maphaka,0,0,0,0,1,39,90,,13.846153846153847
M Siddharth,0,0,0,0,1,58,72,,7.448275862068966
MP Yadav,0,0,0,0,8,76,88,,6.947368421052632
SB Dubey,33,21,3,2,0,0,0,157.14285714285714,
A Raghuvanshi,163,109,16,8,0,0,0,149.54128440366972,
Ashutosh Sharma,189,118,10,15,0,0,0,160.16949152542372,
Saurav Chauhan,18,16,1,1,0,0,0,112.5,
Kumar Kushagra,3,7,0,0,0,0,0,42.857142857142854,
BR Sharath,2,5,0,0,0,0,0,40.0,
KA Maharaj,1,2,0,0,2,36,39,50.0,6.5
WG Jacks,230,133,16,18,2,55,100,172.93233082706766,10.90909090909091
J Fraser-McGurk,330,150,32,28,0,0,0,220.00000000000003,
Tanush Kotian,24,32,3,0,0,0,0,75.0,
Arshad Khan (2),5,4,1,0,0,13,25,125.0,11.53846153846154
S Joseph,0,0,0,0,0,30,51,,10.2
N Thushara,0,0,0,0,8,172,259,,9.034883720930232
LB Williams,1,2,0,0,1,42,74,50.0,10.571428571428571
AA Kulkarni,9,8,2,0,0,0,0,112.5,
RJ Gleeson,2,2,0,0,1,51,72,100.0,8.470588235294118
MJ Suthar,1,2,0,0,0,12,26,50.0,13.0
A Kamboj,2,2,0,0,2,68,115,100.0,10.147058823529411
Gulbadin Naib,19,15,1,1,0,6,12,126.66666666666666,12.0
D Ferreira,8,11,0,0,0,0,0,72.72727272727273,
V Viyaskanth,7,5,0,0,1,60,90,140.0,9.0
V Kaverappa,0,0,0,0,2,24,36,,9.0
T Kohler-Cadmore,48,54,7,1,0,0,0,88.88888888888889,
Shivam Singh,2,3,0,0,0,0,0,66.66666666666666,
SC Ganguly,1349,1326,137,42,12,280,370,101.73453996983409,7.928571428571429
AA Noffke,9,12,1,0,1,25,41,75.0,9.84
RT Ponting,91,129,5,2,0,0,0,70.54263565891473,
JH Kallis,2427,2291,255,44,74,1799,2348,105.93627237014405,7.8310172317954425
SB Joshi,6,16,0,0,1,55,82,37.5,8.945454545454545
DJ Hussey,1322,1101,90,60,10,323,485,120.07266121707538,9.009287925696594
CL White,971,774,76,38,1,46,86,125.45219638242895,11.217391304347826
Mohammad Hafeez,64,84,7,2,2,63,71,76.19047619047619,6.761904761904762
R Dravid,2174,1918,269,28,0,0,0,113.34723670490095,
W Jaffer,130,129,14,3,0,0,0,100.7751937984496,
AB Agarkar,179,160,13,5,33,820,1174,111.87499999999999,8.590243902439026
MV Boucher,394,318,32,13,0,0,0,123.89937106918238,
B Akhil,76,57,5,5,7,193,246,133.33333333333331,7.647668393782384
LR Shukla,405,358,33,16,17,326,458,113.12849162011173,8.429447852760736
B Lee,124,102,8,8,30,916,1126,121.56862745098039,7.3755458515283845
ML Hayden,1107,839,121,44,0,0,0,131.94278903456495,
S Sreesanth,34,57,6,0,43,947,1221,59.64912280701754,7.736008447729672
MEK Hussey,1977,1648,198,52,0,0,0,119.96359223300972,
JR Hopes,417,314,49,11,14,369,562,132.80254777070064,9.138211382113822
K Goel,218,239,17,9,0,67,94,91.21338912133892,8.417910447761194
WA Mota,56,76,2,0,4,75,98,73.68421052631578,7.84
JDP Oram,106,110,6,5,13,244,362,96.36363636363636,8.901639344262296
S Badrinath,1441,1245,154,28,0,0,0,115.74297188755021,
KC Sangakkara,1687,1424,195,27,0,0,0,118.4691011235955,
M Muralitharan,20,30,1,0,67,1581,1765,66.66666666666666,6.698292220113852
P Amarnath,0,0,0,0,7,132,241,,10.954545454545455
Joginder Sharma,36,30,1,2,13,272,421,120.0,9.286764705882353
SM Katich,241,191,26,8,0,0,0,126.17801047120419,
T Kohli,11,20,0,1,0,0,0,55.00000000000001,
GD McGrath,4,5,1,0,14,329,366,80.0,6.674772036474164
B Geeves,0,0,0,0,2,49,91,,11.142857142857144
M Kaif,259,258,22,6,0,0,0,100.3875968992248,
MF Maharoof,177,124,12,9,33,441,532,142.74193548387098,7.238095238095238
DS Lehmann,18,19,3,0,0,0,0,94.73684210526315,
M Rawat,55,70,4,1,0,0,0,78.57142857142857,
DL Vettori,121,118,11,2,34,785,894,102.54237288135593,6.83312101910828
D Salunkhe,33,24,5,0,1,51,80,137.5,9.411764705882353
SK Warne,198,219,14,6,60,1223,1465,90.41095890410958,7.187244480784955
SK Trivedi,42,61,3,1,73,1557,1944,68.85245901639344,7.491329479768786
V Sehwag,2728,1833,334,106,6,138,236,148.82705946535734,10.26086956521739
L Ronchi,34,37,6,1,0,0,0,91.8918918918919,
ST Jayasuriya,768,573,84,39,16,301,396,134.03141361256544,7.893687707641196
DJ Thornely,39,54,2,2,3,44,40,72.22222222222221,5.454545454545455
PR Shah,92,97,9,2,0,0,0,94.84536082474226,
AM Nayar,672,588,55,20,9,239,323,114.28571428571428,8.10878661087866
SM Pollock,147,116,12,8,13,280,307,126.72413793103448,6.578571428571429
S Chanderpaul,25,33,4,0,0,0,0,75.75757575757575,
LRPL Taylor,1017,847,66,46,0,13,24,120.07083825265643,11.076923076923078
AC Gilchrist,2069,1555,239,92,1,1,0,133.05466237942122,0.0
Y Venugopal Rao,985,865,77,37,7,222,338,113.87283236994219,9.135135135135135
VVS Laxman,282,271,33,5,0,0,0,104.0590405904059,
A Symonds,974,781,74,41,23,540,694,124.71190781049937,7.711111111111111
M Kartik,113,109,7,1,39,1182,1418,103.6697247706422,7.197969543147208
SB Styris,131,134,10,3,9,222,278,97.76119402985076,7.513513513513513
AS Yadav,49,40,5,2,0,0,0,122.50000000000001,
SB Bangar,49,58,1,3,6,153,221,84.48275862068965,8.666666666666666
WPUJC Vaas,81,73,2,3,22,288,364,110.95890410958904,7.583333333333333
RP Singh,52,78,2,1,100,1874,2417,66.66666666666666,7.738527214514408
PP Ojha,16,45,0,0,99,1945,2399,35.55555555555556,7.40051413881748
DPMD Jayawardene,1808,1522,200,40,0,0,0,118.7910643889619,
Pankaj Singh,7,12,0,0,11,311,472,58.333333333333336,9.106109324758842
S Sohal,368,311,34,18,0,0,0,118.32797427652733,
Kamran Akmal,128,78,13,8,0,0,0,164.1025641025641,
Mohammad Asif,3,6,0,0,9,199,307,50.0,9.256281407035177
VY Mahesh,15,28,0,0,22,359,511,53.57142857142857,8.540389972144846
Shahid Afridi,81,46,7,6,9,185,237,176.08695652173913,7.686486486486487
VS Yeligati,2,2,0,0,0,32,61,100.0,11.4375
MA Khote,24,22,2,1,2,30,52,109.09090909090908,10.4
GC Smith,739,691,94,9,0,0,0,106.9464544138929,
D Kalyankrishna,3,8,0,0,2,50,88,37.5,10.559999999999999
RR Sarwan,73,78,6,1,0,0,0,93.58974358974359,
VRV Singh,4,3,1,0,16,371,549,133.33333333333331,8.878706199460916
Sohail Tanvir,36,31,3,1,24,265,275,116.12903225806453,6.226415094339623
A Kumble,35,49,3,0,49,983,1089,71.42857142857143,6.646998982706002
DNT Zoysa,11,9,1,0,2,69,100,122.22222222222223,8.695652173913043
SD Chitnis,99,92,10,2,2,38,62,107.6086956521739,9.789473684210527
Shoaib Malik,52,49,5,0,2,58,87,106.12244897959184,9.0
TM Srivastava,8,11,0,0,0,0,0,72.72727272727273,
B Chipli,280,256,28,7,0,6,20,109.375,20.0
JA Morkel,975,712,61,55,96,1807,2409,136.93820224719101,7.998893193137797
DB Das,304,267,23,16,0,0,0,113.85767790262172,
CRD Fernando,4,3,0,0,19,249,306,133.33333333333331,7.373493975903615
HH Gibbs,886,837,83,31,0,0,0,105.8542413381123,
Gagandeep Singh,0,0,0,0,3,84,142,,10.142857142857142
SA Asnodkar,423,352,56,10,0,0,0,120.17045454545455,
Umar Gul,39,19,1,5,14,153,198,205.26315789473685,7.764705882352941
Salman Butt,193,172,30,2,0,0,0,112.20930232558139,
BJ Hodge,1400,1153,122,43,18,238,310,121.42237640936686,7.815126050420169
SP Fleming,196,171,27,3,0,0,0,114.61988304093566,
S Vidyut,145,115,21,3,1,13,22,126.08695652173914,10.153846153846155
M Ntini,11,19,2,0,8,213,257,57.89473684210527,7.23943661971831
LPC Silva,40,27,5,1,0,6,21,148.14814814814815,21.0
DB Ravi Teja,375,325,35,9,1,18,28,115.38461538461537,9.333333333333334
Misbah-ul-Haq,117,82,10,6,0,0,0,142.6829268292683,
DP Vijaykumar,1,1,0,0,4,159,205,100.0,7.735849056603773
YV Takawale,192,183,26,3,0,0,0,104.91803278688525,
RR Raje,20,18,1,1,7,144,214,111.11111111111111,8.916666666666666
DT Patil,13,13,1,0,0,0,0,100.0,
S Anirudha,136,121,9,7,0,0,0,112.39669421487604,
L Balaji,36,50,2,1,85,1574,2083,72.0,7.940279542566709
CK Kapugedera,16,24,0,0,0,17,49,66.66666666666666,17.294117647058822
A Chopra,53,75,7,0,0,0,0,70.66666666666667,
T Taibu,31,26,3,0,0,0,0,119.23076923076923,
J Arunkumar,23,24,5,0,0,0,0,95.83333333333334,
SR Tendulkar,2334,2044,296,29,0,37,59,114.18786692759295,9.567567567567567
U Kaul,0,1,0,0,0,0,0,0.0,
AD Mascarenhas,79,79,5,1,19,310,365,100.0,7.064516129032258
TM Dilshan,1153,1047,140,24,5,275,368,110.12416427889207,8.02909090909091
NK Patel,121,124,14,1,0,0,0,97.58064516129032,
LA Pomersbach,302,251,25,13,0,0,0,120.3187250996016,
Shoaib Akhtar,2,8,0,0,5,46,54,25.0,7.0434782608695645
Younis Khan,3,7,0,0,0,0,0,42.857142857142854,
RR Powar,67,64,6,1,15,443,538,104.6875,7.286681715575622
PM Sarvesh Kumar,1,2,0,0,1,31,42,50.0,8.129032258064516
Abdur Razzak,0,2,0,0,0,14,29,0.0,12.428571428571427
H Das,2,5,0,0,0,0,0,40.0,
A Nel,0,0,0,0,1,18,31,,10.333333333333334
A Mukund,19,23,1,0,0,0,0,82.6086956521739,
BAW Mendis,3,6,0,0,9,248,306,50.0,7.403225806451612
T Thushara,12,19,0,0,10,144,164,63.1578947368421,6.833333333333333
A Flintoff,62,57,5,2,2,66,106,108.77192982456141,9.636363636363637
JD Ryder,604,466,69,19,11,241,314,129.6137339055794,7.817427385892117
KP Pietersen,1001,758,91,40,9,180,218,132.05804749340368,7.266666666666667
Kamran Khan,3,5,0,0,14,177,248,60.0,8.40677966101695
T Henderson,11,16,0,1,1,36,41,68.75,6.833333333333333
RS Bopara,531,468,39,16,13,213,301,113.46153846153845,8.47887323943662
DP Nannes,4,13,0,0,38,689,815,30.76923076923077,7.097242380261249
AM Salvi,0,0,0,0,7,156,205,,7.884615384615385
YA Abdulla,0,1,0,0,15,222,311,0.0,8.405405405405405
VS Malik,7,7,1,0,6,212,268,100.0,7.584905660377358
FH Edwards,4,5,0,0,6,150,160,80.0,6.4
Harmeet Singh,18,12,3,0,31,574,747,150.0,7.808362369337979
R Bishnoi,19,17,1,2,0,0,0,111.76470588235294,
PC Valthaty,505,432,61,20,7,153,207,116.89814814814814,8.117647058823529
RJ Quiney,103,105,12,3,0,0,0,98.09523809523809,
AS Raut,194,172,13,7,0,30,45,112.79069767441861,9.0
Yashpal Singh,47,67,5,0,0,0,0,70.1492537313433,
RR Bose,0,0,0,0,0,12,24,,12.0
KP Appanna,2,4,0,0,11,222,291,50.0,7.864864864864865
M Manhas,514,486,43,10,0,42,42,105.76131687242798,6.0
Shoaib Ahmed,1,6,0,0,5,103,154,16.666666666666664,8.970873786407767
AA Bilakhia,69,88,5,0,0,0,0,78.4090909090909,
AN Ghosh,7,8,1,0,0,0,0,87.5,
RE van der Merwe,159,144,11,8,25,455,515,110.41666666666667,6.791208791208792
MN van Wyk,167,135,19,1,0,0,0,123.7037037037037,
TL Suman,676,587,55,26,7,152,198,115.1618398637138,7.815789473684211
S Tyagi,3,4,0,0,6,220,304,75.0,8.290909090909091
GR Napier,15,16,1,0,1,24,28,93.75,7.0
SM Harwood,9,14,0,0,3,67,74,64.28571428571429,6.6268656716417915
LA Carseldine,81,71,11,0,1,7,6,114.08450704225352,5.142857142857142
D du Preez,10,13,0,0,4,43,56,76.92307692307693,7.813953488372093
RJ Harris,117,112,6,3,47,865,1085,104.46428571428572,7.526011560693642
A Singh,2,10,0,0,31,486,639,20.0,7.888888888888889
M Morkel,126,93,11,5,88,1699,2136,135.48387096774192,7.543260741612713
A Mithun,34,26,4,1,8,312,477,130.76923076923077,9.173076923076923
C Nanda,0,1,0,0,2,50,58,0.0,6.959999999999999
SS Sarkar,0,0,0,0,1,25,34,,8.16
J Botha,409,364,39,5,27,709,818,112.36263736263736,6.922425952045134
Mashrafe Mortaza,2,2,0,0,1,28,59,100.0,12.642857142857142
GJ Bailey,663,552,59,19,0,0,0,120.1086956521739,
AB McDonald,123,103,9,4,14,188,263,119.41747572815532,8.393617021276595
Y Nagar,285,271,20,9,4,72,125,105.1660516605166,10.416666666666666
CK Langeveldt,8,9,0,1,13,165,199,88.88888888888889,7.236363636363636
SS Shaikh,6,7,1,0,0,0,0,85.71428571428571,
Mohammad Ashraful,2,12,0,0,0,0,0,16.666666666666664,
RA Shaikh,0,0,0,0,0,6,11,,11.0
Jaskaran Singh,8,11,0,0,6,111,174,72.72727272727273,9.405405405405405
CA Pujara,390,403,50,4,0,0,0,96.7741935483871,
OA Shah,506,405,34,23,0,0,0,124.93827160493827,
Anirudh Singh,63,69,6,1,0,0,0,91.30434782608695,
SW Tait,23,26,1,1,26,534,668,88.46153846153845,7.50561797752809
A Uniyal,4,7,0,0,3,38,67,57.14285714285714,10.578947368421053
AA Jhunjhunwala,217,218,19,5,1,88,130,99.54128440366972,8.863636363636363
R Sathish,270,236,22,6,6,144,233,114.40677966101696,9.708333333333334
R McLaren,159,178,14,1,14,372,558,89.32584269662921,9.0
AG Murtaza,10,14,1,0,12,269,322,71.42857142857143,7.182156133828996
P Dogra,127,141,4,5,0,0,0,90.0709219858156,
MS Bisla,798,737,93,23,0,0,0,108.27679782903662,
RS Gavaskar,2,8,0,0,0,6,8,25.0,8.0
JM Kemp,26,25,1,1,3,47,58,104.0,7.404255319148937
S Ladda,0,10,0,0,5,141,225,0.0,9.574468085106384
SE Bond,1,2,0,0,9,191,225,50.0,7.068062827225131
MJ Lumb,278,198,45,6,0,0,0,140.4040404040404,
DR Martyn,19,26,1,0,0,0,0,73.07692307692307,
S Narwal,37,29,6,0,6,113,203,127.58620689655173,10.778761061946904
SJ Srivastava,5,5,0,0,15,306,444,100.0,8.705882352941176
AB Barath,42,43,5,1,0,0,0,97.67441860465115,
FY Fazal,183,179,22,1,1,12,20,102.23463687150837,10.0
AC Voges,181,143,15,3,1,56,76,126.57342657342659,8.142857142857142
MD Mishra,237,213,24,8,0,0,0,111.26760563380283,
R Sharma,66,77,5,3,42,935,1100,85.71428571428571,7.0588235294117645
J Theron,10,13,1,0,13,235,311,76.92307692307693,7.940425531914894
NLTC Perera,424,326,23,26,37,715,1031,130.06134969325154,8.651748251748252
KB Arun Karthik,51,53,4,1,0,0,0,96.22641509433963,
KAJ Roach,10,9,1,0,0,52,80,111.11111111111111,9.230769230769232
PD Collingwood,203,159,9,13,5,90,101,127.67295597484276,6.733333333333333
C Ganapathy,0,0,0,0,0,6,13,,13.0
MB Parmar,0,0,0,0,0,19,33,,10.421052631578949
SB Wagh,2,3,0,0,5,108,147,66.66666666666666,8.166666666666666
DE Bollinger,21,23,1,1,43,600,716,91.30434782608695,7.16
AP Dole,34,23,3,1,5,73,114,147.82608695652172,9.36986301369863
AN Ahmed,36,27,4,1,15,362,515,133.33333333333331,8.535911602209945
L Ablish,0,2,0,0,5,45,76,0.0,10.133333333333333
RS Sodhi,4,2,1,0,0,0,0,200.0,
S Sriram,31,38,3,0,0,18,49,81.57894736842105,16.333333333333332
B Sumanth,35,38,3,0,0,0,0,92.10526315789474,
C Madan,15,21,3,0,0,0,0,71.42857142857143,
AG Paunikar,49,61,9,0,0,0,0,80.32786885245902,
ND Doshi,0,13,0,0,2,57,79,0.0,8.31578947368421
S Randiv,2,4,0,0,8,180,223,50.0,7.433333333333334
AL Menaria,401,367,24,18,3,113,144,109.26430517711172,7.646017699115045
AUK Pathan,39,26,5,2,0,41,63,150.0,9.219512195121952
RV Gomez,50,53,5,1,6,97,130,94.33962264150944,8.041237113402062
UBT Chand,300,314,32,9,0,0,0,95.54140127388536,
JEC Franklin,327,309,25,9,9,155,225,105.8252427184466,8.70967741935484
DJ Jacobs,92,101,10,4,0,0,0,91.0891089108911,
AC Thomas,20,19,1,1,16,327,416,105.26315789473684,7.63302752293578
Sunny Singh,43,31,6,1,0,0,0,138.70967741935485,
NJ Rimmington,1,1,0,0,0,18,20,100.0,6.666666666666667
RN ten Doeschate,326,238,26,15,3,83,94,136.9747899159664,6.795180722891566
BA Bhatt,6,7,0,1,13,303,408,85.71428571428571,8.07920792079208
JJ van der Wath,18,17,1,1,3,76,134,105.88235294117648,10.578947368421053
R Ninan,3,6,0,0,3,36,65,50.0,10.833333333333334
TD Paine,10,29,0,0,0,0,0,34.48275862068966,
DH Yagnik,170,142,23,2,0,0,0,119.71830985915493,
BJ Haddin,18,11,2,1,0,0,0,163.63636363636365,
J Syed Mohammad,29,27,4,0,10,196,286,107.40740740740742,8.755102040816327
NL McCullum,26,23,0,1,0,30,35,113.04347826086956,7.0
JE Taylor,3,4,0,0,6,122,167,75.0,8.213114754098362
KMDN Kulasekara,5,3,1,0,6,107,122,166.66666666666669,6.841121495327103
TR Birt,75,59,9,2,0,0,0,127.11864406779661,
M Klinger,73,78,9,0,0,0,0,93.58974358974359,
P Parameswaran,1,3,0,0,9,159,226,33.33333333333333,8.528301886792454
AC Blizzard,120,91,21,2,0,0,0,131.86813186813185,
I Malhotra,7,4,1,0,0,6,23,175.0,23.0
CJ Ferguson,98,119,9,0,0,0,0,82.35294117647058,
AA Kazi,0,0,0,0,1,13,21,,9.692307692307693
Anand Rajan,0,0,0,0,10,162,206,,7.62962962962963
P Prasanth,0,0,0,0,0,6,18,,18.0
Y Gnaneswara Rao,19,18,3,0,0,6,7,105.55555555555556,7.0
AA Chavan,12,11,2,0,8,255,339,109.09090909090908,7.976470588235294
S Rana,91,82,9,1,0,16,18,110.97560975609757,6.75
SS Mundhe,0,0,0,0,1,7,6,,5.142857142857142
RW Price,0,0,0,0,0,18,33,,11.0
RE Levi,83,74,10,4,0,0,0,112.16216216216218,
M de Lange,1,2,0,0,6,116,171,50.0,8.844827586206897
KK Cooper,116,70,9,8,36,600,789,165.71428571428572,7.89
DAJ Bracewell,12,9,1,0,3,25,32,133.33333333333331,7.68
DJ Harris,111,103,11,5,0,18,26,107.76699029126213,8.666666666666666
TP Sudhindra,0,0,0,0,1,74,137,,11.108108108108107
GB Hogg,22,22,1,0,25,466,585,100.0,7.532188841201716
RR Bhatkal,0,2,0,0,0,12,35,0.0,17.5
P Awana,5,14,0,0,43,774,1046,35.714285714285715,8.108527131782946
V Pratap Singh,0,1,0,0,12,211,300,0.0,8.530805687203792
CJ McKay,8,15,0,0,1,42,60,53.333333333333336,8.571428571428571
A Ashish Reddy,280,196,16,15,19,270,400,142.85714285714286,8.88888888888889
N Saini,140,143,16,0,0,0,0,97.9020979020979,
Azhar Mahmood,388,311,39,13,31,552,707,124.7588424437299,7.684782608695652
A Chandila,4,7,0,0,11,234,245,57.14285714285714,6.282051282051282
LJ Wright,106,63,16,3,2,75,125,168.25396825396825,10.0
RJ Peterson,32,32,3,1,3,48,70,100.0,8.75
R Shukla,19,23,2,0,7,130,217,82.6086956521739,10.015384615384615
BB Samantray,125,116,13,2,0,0,0,107.75862068965519,
MJ Clarke,98,96,12,0,3,66,72,102.08333333333333,6.545454545454546
BW Hilfenhaus,0,0,0,0,23,390,497,,7.6461538461538465
AP Majumdar,87,77,7,2,0,0,0,112.98701298701299,
PA Reddy,164,167,15,2,0,0,0,98.20359281437125,
K Upadhyay,12,9,0,1,0,56,81,133.33333333333331,8.678571428571429
Sunny Gupta,0,1,0,0,0,19,47,0.0,14.842105263157896
MC Juneja,125,134,11,1,0,0,0,93.28358208955224,
MDKJ Perera,14,13,3,0,0,0,0,107.6923076923077,
BMAJ Mendis,23,27,0,0,1,30,36,85.18518518518519,7.2
R Rampaul,51,52,3,2,17,278,319,98.07692307692307,6.884892086330935
SMSM Senanayake,10,17,0,0,9,195,211,58.82352941176471,6.492307692307692
BJ Rohrer,193,146,21,5,0,7,12,132.1917808219178,10.285714285714285
IC Pandey,0,2,0,0,19,469,609,0.0,7.791044776119403
CM Gautam,169,158,17,6,0,0,0,106.9620253164557,
X Thalaivan Sargunam,10,17,0,0,0,0,0,58.82352941176471,
DJG Sammy,295,251,15,18,14,244,354,117.52988047808766,8.704918032786885
P Suyal,0,0,0,0,2,107,154,,8.63551401869159
PV Tambe,18,39,1,0,28,674,866,46.15384615384615,7.70919881305638
Parvez Rasool,17,20,1,0,4,200,273,85.0,8.19
UA Birla,7,15,1,0,0,0,0,46.666666666666664,
MG Neser,0,0,0,0,0,25,62,,14.879999999999999
NJ Maddinson,20,21,4,0,0,0,0,95.23809523809523,
BR Dunk,40,36,7,0,0,0,0,111.11111111111111,
Shivam Sharma,5,3,1,0,4,114,165,166.66666666666669,8.68421052631579
VH Zol,29,26,3,1,0,0,0,111.53846153846155,
K Santokie,0,0,0,0,3,51,91,,10.705882352941176
BE Hendricks,1,3,0,0,11,157,239,33.33333333333333,9.13375796178344
JW Hastings,0,0,0,0,3,61,66,,6.491803278688525
Karanveer Singh,12,17,1,0,14,213,323,70.58823529411765,9.098591549295774
DJ Muthuswami,1,3,0,0,4,84,108,33.33333333333333,7.714285714285714
RG More,2,2,0,0,1,37,63,100.0,10.216216216216216
GS Sandhu,0,0,0,0,1,48,86,,10.75
P Sahu,19,13,1,1,3,107,152,146.15384615384613,8.52336448598131
KJ Abbott,13,8,0,1,2,102,182,162.5,10.705882352941176
PSP Handscomb,6,12,0,0,0,0,0,50.0,
SM Boland,0,0,0,0,3,43,56,,7.813953488372093
UT Khawaja,127,105,14,3,0,0,0,120.95238095238095,
F Behardien,14,13,2,0,0,0,0,107.6923076923077,
ER Dwivedi,24,15,2,2,0,0,0,160.0,
